,unique_id,winning_bid,hours_final,hours_final_nan,age_at_sale,age_at_sale_nan,bucket,bucket_bin,engine,tires,transmission,score,original_price,predicted_price
4686,rbauction_10672932,0.2780313141708701,-1.0887902401632314,0,-0.6666666666666666,0,,0,,,,18.64436536983736,27000.004,25739.344
3865,bigiron_DH4623,-0.8248528227334281,0.0,1,0.0,1,Dirt Bucket,1,"30 Hp, 4 Cylinder Gas Engine",Tires: 10-16.5,Hydrostatic Transmission,25.925333735642447,6299.9966,6078.945
3279,PW_EO9512,-0.9416753548530544,-0.040405573232052655,0,0.0,1,"43""W grapple bucket",1,Three cylinder diesel engine,Solid tires,Hydrostatic transmission,28.147795102759446,5400.0005,5325.5522
2521,PW_I1340,0.2043961207529144,-0.9756121279422348,0,-0.6666666666666666,0,,0,Kubota four cylinder diesel engine,12-16.5 tires,,44.4154644752255,24499.994,22614.836
4787,rbauction_10664987,-0.4938879386352575,1.0997042932986725,0,0.6666666666666666,0,,0,,,,36.64663911105185,9749.998,9832.12
3288,PW_DD5889,-0.1931128399187525,0.08426649003699815,0,0.6666666666666666,0,"72""W bucket, Bucket drops when in use",1,"Deutz four cylinder diesel engine, Engine dies frequently",12-16.5 tires,Hydrostatic transmission,19.40114777439429,14499.993,13964.5625
5349,rbauction_10470543,-0.27586912621808235,0.0,1,0.3333333333333333,0,bkt,1,,,,25.18650068491925,13000.003,10746.253
3164,PW_DC0992,-0.5215929796160292,0.09798645684721148,0,1.0,0,"73""W low profile bucket",1,Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,19.29585892263385,9400.002,8983.224
2731,PW_K8136,0.2043961207529144,-1.4953380491535937,0,-1.0,0,"73""W bucket",1,Kubota V2607 four cylinder diesel engine,Bobcat 10.00-16.5 tires,Two speed hydrostatic transmission,32.02004505183977,24499.994,22681.664
4169,bigiron_AE6182,-0.8940819202320753,0.3697308089696668,0,2.333333333333333,0,"Includes 60"" Bucket",1,32 HP Ford Gasoline Eng,"Near New Tires, Tires: 10X16.5",Hydrostatic Trans,20.592952756146733,5749.998,5496.139
3640,rbauction_11068565,-0.11851038872637608,-0.6785021742409255,0,-0.6666666666666666,0,bkt,1,,,,45.84430726394041,16000.009,16300.542
6063,ironplanet_1795729,0.0314111314391301,-0.7615846235237514,0,-0.3333333333333333,0,"73""  General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,,,34.42476058195114,19500.006,18479.004
2302,PW_A2690,-0.3055924010504629,-0.5372861918887851,0,-0.3333333333333333,0,"61"" bucket",1,"46 HP, Four cylinder diesel engine",10.00-16.5NHS tires,,32.273871189988476,12500.001,12854.651
4074,ironplanet_1628905,0.0505981401487734,-1.0916370673552855,0,-1.0,0,"74"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,,,50.72978652945924,19999.992,20781.078
608,rbauction_11239228,-0.33652920114355295,0.02873116143335379,0,0.0,0,bkt,1,,,,26.04735634152299,12000.001,10815.55
4534,rbauction_11058007,-0.402470456767821,-0.4438441739374181,0,0.0,0,bkt,1,,,,18.654812147313518,11000.002,13883.389
1399,rbauction_10237926,-0.5545480135607281,0.0,1,0.0,1,,0,,,,37.54244043370045,9000.005,8859.51
5467,rbauction_10410203,0.0505981401487734,0.8003569027300609,0,-0.3333333333333333,0,bkt,1,,,,32.44382452913723,19999.992,19771.568
4474,rbauction_10539262,-0.33652920114355295,-0.24732404733715646,0,-0.3333333333333333,0,bkt,1,,,,39.52925639460624,12000.001,11618.194
4162,rbauction_10775865,-0.1931128399187525,1.1347465541455592,0,-0.6666666666666666,0,,0,,,,33.024600279904284,14499.993,12612.262
4161,rbauction_10615551,0.0505981401487734,-0.6367559195230688,0,-0.6666666666666666,0,,0,,,,26.03040100580462,19999.992,19397.252
6023,rbauction_10101164,-0.21970666902392466,0.0,1,0.3333333333333333,0,bkt,1,,,,31.097017290248786,14000.007,11777.645
957,rbauction_10194932,-0.21970666902392466,0.017915687767452473,0,0.0,0,bkt,1,,,,22.138142769009427,14000.007,12243.298
4740,rbauction_11037131,-0.5978653096258961,0.9444598536685124,0,0.0,0,bkt,1,,,,45.70786778968438,8500.006,8855.22
2438,PW_F4247,-0.4747009299256124,0.5196422416458896,0,0.0,0,"73""W bucket",1,Four cylinder turbo diesel engine,12-16.5 tires,,24.55888590071116,10000.001,10965.919
2978,PW_DA7731,-0.16742067226840174,-0.2834938419799832,0,-0.6666666666666666,0,"61""W bucket",1,Four cylinder turbo diesel engine,Galaxy 14-17.5 tires,Two speed hydrostatic transmission,49.402151185071716,15000.002,16163.545
181,rbauction_10290528,0.21970666902392466,-1.003535577172027,0,0.0,0,hyd Q/C bkt,1,,,,46.08540616561539,24999.992,26062.057
3880,rbauction_10334126,0.011725703531394238,0.03823436059272665,0,-0.6666666666666666,0,bkt,1,,,,27.59751211307777,19000.012,19843.14
5194,rbauction_11127796,-0.36878285015768775,0.3086288199070962,0,0.3333333333333333,0,bkt,1,,,,32.21006592496566,11500.001,11694.71
1026,rbauction_10632567,-0.1931128399187525,-0.19443356940234333,0,-0.6666666666666666,0,bkt,1,,solid tires,,44.582132151209485,14499.993,13123.135
1899,rbauction_11147835,0.21970666902392466,-0.3483166793194967,0,-0.6666666666666666,0,bkt,1,,,,17.772395970731054,24999.992,23907.018
5304,ironplanet_1838487,0.011725703531394238,-6.7328242930088305,0,-1.0,0,"72""  General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,,,27.21465055901348,19000.012,16306.092
6010,ironplanet_1788594,-0.21970666902392466,-6.7328242930088305,0,-0.3333333333333333,0,"80"" Wide General Purpose Smooth Edge Bucket",1,,,,33.13487722877495,14000.007,11586.616
5785,bigiron_EK7138,-0.8493015998450071,-0.10984168964052213,0,1.3333333333333333,0,Bucket,1,"Diesel, Water Cooled Engine","10""X16.5"" Front Tires, 10""X16.5"" Rear Tires",,31.23051808084506,6100.0024,5795.5933
1534,rbauction_10470904,-0.27586912621808235,-0.3501533730940051,0,1.0,0,bkt,1,,,,38.333891729929135,13000.003,11532.653
5149,rbauction_11240584,-0.24726775590351655,0.0,1,-0.6666666666666666,0,bkt,1,,,,51.280671664242035,13499.996,12150.986
2446,PW_E3787,0.21970666902392466,-0.3111937596665403,0,-0.6666666666666666,0,,0,"90 HP, Case four cylinder turbo diesel engine, Tier III engine",12.00-16.5 tires,,35.52954806332746,24999.992,25764.027
5424,rbauction_10820624,-0.5978653096258961,0.31841598912950725,0,1.3333333333333333,0,bkt,1,,,,35.74434232156875,8500.006,8241.749
712,rbauction_10752293,0.24942994385630435,0.08052130133479911,0,-0.6666666666666666,0,bkt,1,,,,31.475862552193718,25999.994,26792.443
217,rbauction_10456177,-0.402470456767821,0.0,1,0.3333333333333333,0,bkt,1,,,,36.46887755502036,11000.002,10638.024
3812,rbauction_10867486,-0.0505981401487734,0.7908802392851347,0,0.3333333333333333,0,bkt,1,,,,22.271926211495447,17499.992,16800.902
611,rbauction_10515099,0.08757358863328601,-0.6066989603525326,0,-0.3333333333333333,0,bkt,1,,,,53.05856952247569,20999.99,21617.006
2155,PW_5217,-0.21970666902392466,-0.6299871351909463,0,-0.6666666666666666,0,,0,75 hp liquid cooled diesel engine,Heavy duty tires,,17.924616622971993,14000.007,12052.828
5643,ironplanet_1664834,-0.5337838006119249,0.0,1,0.0,0,,0,"Engine could not be started. Main components could not be operationally checked., Ultra Low Sulfur Diesel. Batteries are dead",Cushion Tires,,29.903637275822323,9249.998,9370.966
5960,rbauction_10375176,0.5758972102231601,-0.7793875051388205,0,-0.3333333333333333,0,hyd Q/C bkt,1,,,,55.03791117377797,40000.004,30627.535
4842,rbauction_11194344,0.21970666902392466,-1.1016742671161106,0,-0.6666666666666666,0,bkt,1,,,,30.67467534956555,24999.992,27174.139
5015,rbauction_10227472,-0.6438094588007637,0.1801187187455571,0,1.0,0,bkt,1,,,,27.30361439323123,8000.001,7340.8984
808,rbauction_10887122,0.29193714218171785,-0.3241875402196629,0,-1.0,0,bkt,1,,,,17.410285062424,27500.018,27850.57
1941,rbauction_10440030,-0.02924894348634055,0.3840324409585901,0,-0.3333333333333333,0,bkt,1,,cushion tires,,38.11215719028306,18000.002,18789.885
3940,rbauction_10411864,0.2043961207529144,-0.5111348853215353,0,-0.6666666666666666,0,bkt,1,,,,49.941324869744406,24499.994,19013.586
4287,rbauction_10865095,-0.6927197423427893,1.6827417356570946,0,0.3333333333333333,0,bkt,1,,,,25.429842010159675,7499.9976,6985.382
4138,rbauction_10614827,-0.33652920114355295,0.008596271759576642,0,-0.3333333333333333,0,bkt,1,,solid tires,,27.560604362140626,12000.001,11583.191
5131,rbauction_11238524,0.0505981401487734,-0.2638329059856757,0,0.3333333333333333,0,bkt,1,,,,25.770836379351298,19999.992,18252.676
2710,PW_A8801,-0.6826818954181437,0.6254590419076159,0,0.6666666666666666,0,"61""W bucket",1,Kubota V2203 2.2L four cylinder diesel engine,265/700-16.5 tires,Hydrostatic transmission,14.517907643937333,7600.0,6179.587
1073,rbauction_10186695,-0.9277695268422086,0.6136757898922095,0,0.6666666666666666,0,grapple bkt,1,,solid tires,,18.58449859586304,5499.998,5301.417
4681,rbauction_10411847,0.0505981401487734,0.1049494238332163,0,-0.6666666666666666,0,bkt,1,,,,36.198411025907184,19999.992,17738.846
259,rbauction_11092859,-0.24726775590351655,0.901610115457804,0,-0.6666666666666666,0,bkt,1,,,,38.462782279111146,13499.996,13658.544
4260,rbauction_10422451,0.5168143395368485,-0.2273814411477786,0,-0.6666666666666666,0,bkt,1,,,,28.43548999899149,36999.992,32393.27
6007,ironplanet_2065946,-0.0505981401487734,-6.7328242930088305,0,-0.3333333333333333,0,,0,,"12.5"" Track Belts",,48.571686970866054,17499.992,17010.87
3314,PW_DF2007,-0.6826818954181437,0.2549150122229584,0,0.0,0,"67""W bucket",1,Four cylinder turbo diesel engine,10-16.5 tires,Hydrostatic transmission,40.84569310506164,7600.0,7891.235
4145,rbauction_10426728,0.011725703531394238,-0.05824520677647209,0,0.0,0,bkt,1,,,,34.12370179989912,19000.012,17171.398
4379,rbauction_10539244,-0.3055924010504629,0.125869605725051,0,0.3333333333333333,0,bkt,1,,track kit,,21.46409331961129,12500.001,10574.372
4380,rbauction_10355193,-0.27586912621808235,-0.29781182163042585,0,-0.3333333333333333,0,bkt,1,,solid tires,,21.630377055361013,13000.003,11683.828
4611,rbauction_10058333,-0.21970666902392466,0.1897826816214392,0,-0.6666666666666666,0,bkt,1,,,,31.085158074628463,14000.007,16172.348
4076,rbauction_10560017,-0.3055924010504629,1.000851016054446,0,0.0,0,bkt,1,,,,39.780178909222,12500.001,12034.337
81,rbauction_10088573,-0.5545480135607281,-0.07915150401801084,0,0.6666666666666666,0,bkt,1,,,,36.46955138191053,9000.005,8309.566
33,rbauction_10356948,-0.6927197423427893,0.0,1,2.0,0,bkt,1,,,,25.96518202156281,7499.9976,6588.282
684,rbauction_10112111,-0.16742067226840174,0.5014717917143643,0,0.0,0,hyd Q/C bkt,1,,,,35.543732208083945,15000.002,15240.5205
2862,PW_L4999,-0.6438094588007637,0.7297978967921052,0,1.0,0,"Case 72""W bucket",1,"60 HP, Case 4-390 3.92L four cylinder diesel engine",12-16.5 tires,Hydrostatic transmission,39.28188059209341,8000.001,7377.499
1256,rbauction_10623882,0.8831774678803734,-1.033709784246048,0,-0.6666666666666666,0,bkt,1,,,,38.26840360950556,60000.008,58716.465
72,rbauction_10191532,0.4301088709637773,-0.8753681435523644,0,-0.6666666666666666,0,hyd Q/C bkt,1,,,,38.17620009140384,32999.99,30159.285
3310,PW_DE4857,-0.6533422431519806,-1.0663418507643925,0,1.0,0,"61""W bucket",1,"49 HP, Kubota V2203-E 2.2L four cylinder diesel engine",10R16.5 tires,Hydrostatic transmission,31.881498343323802,7899.999,7059.0537
2669,PW_K3145,0.37040506917891936,-1.8225655854870768,0,-0.6666666666666666,0,"Bobcat 73""W bucket, Bucket foot controls",1,Kubota V3307-01-T-ET03 3.3L four cyinder turbo diesel engine,Bobcat 12-16.5 tires,Two speed hydrostatic transmission,35.01139603668964,30500.01,29249.812
1163,rbauction_10879507,0.35787839780598585,0.05809356028689305,0,-0.6666666666666666,0,Q/C bkt,1,,,,45.277808874395284,29999.99,26044.02
5629,rbauction_11127120,-0.8308914711248505,0.4321037648373312,0,1.3333333333333333,0,bkt,1,,,,16.497004462104062,6249.998,7162.6997
1753,rbauction_10248530,-0.16742067226840174,-1.9879476279865769,0,0.3333333333333333,0,,0,,solid tires,,40.87035303494735,15000.002,15052.695
1828,rbauction_10815707,-0.4377254814411016,0.07525106011166896,0,-0.3333333333333333,0,,0,,,,31.19732632102993,10499.999,9620.732
3480,rbauction_10442897,-0.6927197423427893,0.30833930435486123,0,0.0,1,,0,,,,49.00944677789836,7499.9976,7592.372
5155,rbauction_11133598,0.12282861330656658,-1.289038750824716,0,-0.6666666666666666,0,bkt,1,,,,23.91654202239254,21999.992,19998.621
2411,PW_C3114,-0.5890015084254152,0.1183524806338149,0,0.6666666666666666,0,6' bucket,1,Deutz four cylinder diesel engine,12-16.5 tires,,29.227660149112534,8599.995,7998.162
2863,PW_L7008,-0.7450057390983122,0.5537986747136714,0,1.0,0,"60"" smooth bucket",1,Kubota V2203-E four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,23.17388954647547,6999.9995,6613.7715
3169,PW_DE3598,-0.16742067226840174,-0.5697316648953871,0,0.0,0,"73""W low profile bucket",1,Caterpillar four cylinder turbo diesel engine,12 x 16.5 tires,Hydrostatic transmission,32.054572268136084,15000.002,14248.398
3286,PW_FT9858,-0.7450057390983122,0.1821269027449664,0,0.3333333333333333,0,"72""W bucket",1,Six cylinder turbo diesel engine,12-16.5 tires,Hydrostatic transmission,34.49438491485248,6999.9995,6433.9404
5849,ironplanet_1991348,-0.27586912621808235,-6.7328242930088305,0,0.3333333333333333,0,"67"" Wide General Purpose Smooth Edge Bucket",1,,Cushion Tires,,28.220629900826374,13000.003,12342.019
4101,rbauction_10215000,0.29193714218171785,-0.3575388020661329,0,-0.6666666666666666,0,hyd Q/C bkt,1,,,,34.54090619763033,27500.018,28426.02
1783,rbauction_10166632,-0.402470456767821,-0.20527943133132426,0,-0.6666666666666666,0,,0,,solid tires,,37.48907100719271,11000.002,10444.75
4445,rbauction_10795332,0.011725703531394238,-0.03653759106697935,0,-0.6666666666666666,0,bkt,1,,,,34.922797186048,19000.012,17934.377
1456,rbauction_10650405,-0.4377254814411016,0.0,1,0.3333333333333333,0,bkt,1,,foam filled tires,,27.544237652510557,10499.999,11516.705
1227,rbauction_10118621,0.5370247736057809,-1.139993064478796,0,-1.0,0,hyd Q/C bkt,1,,cushion tires,,32.166266997495484,38000.0,35490.562
3713,rbauction_10598408,0.3055924010504629,-0.9246498941627009,0,-0.6666666666666666,0,,0,,,,31.32480838092599,27999.998,23531.816
2499,PW_I7651,-0.21970666902392466,0.2371971970541968,0,-0.3333333333333333,0,"6'W bucket, In-cab bucket quick attach controls",1,John Deere four cylinder turbo diesel engine,12-16.5 tires,,48.520454298133814,14000.007,12768.903
1132,rbauction_10541147,-0.4377254814411016,0.3074701846206448,0,0.3333333333333333,0,bkt,1,,aperture tires,,32.819830116855385,10499.999,10469.083
2107,PW_5063,-0.21970666902392466,-0.3218106905422551,0,0.0,1,"68"" bucket",1,56hp Kubota liquid-cooled diesel engine,New 10-16.5 tires,,43.94045215180479,14000.007,13093.794
1790,rbauction_10481340,0.0505981401487734,0.8025040012055356,0,0.3333333333333333,0,bkt,1,,,,40.36424336751915,19999.992,19111.61
2864,PW_L5849,-0.0505981401487734,-0.40450820292893996,0,-0.6666666666666666,0,John Deere U78 bucket,1,John Deere 5030HT011 3.0L diesel engine,14-17.5 tires,Hydrostatic transmission,29.988220548584728,17499.992,15983.751
2054,rbauction_10149177,-0.6438094588007637,0.9701826257431808,0,0.6666666666666666,0,hyd Q/C bkt,1,,,,51.04052914765257,8000.001,7356.267
389,rbauction_11087912,-0.6927197423427893,-0.4189706549187291,0,0.3333333333333333,0,,0,,,,26.8823886359242,7499.9976,7870.3115
2903,PW_DB4526,0.3451411843110206,-0.3501533730940051,0,-0.6666666666666666,0,"Case 72""W bucket",1,Case 3.4L four cylinder turbo diesel engine,12-16.5 tires,Two speed hydrostatic transmission,40.04696326331601,29500.006,28519.184
1681,rbauction_10320903,-0.16742067226840174,0.01751254549746266,0,-0.6666666666666666,0,bkt,1,,,,23.419526093687054,15000.002,13367.972
1299,bigiron_AB1054,-0.5978653096258961,-0.8192449221592041,0,-0.6666666666666666,0,"Bucket 70""",1,John Deere 4024 62 HP Diesel Eng,Tires: 12-16.5,,22.773989518465186,8500.006,7648.52
1034,rbauction_10727788,-0.11851038872637608,-0.4316555299180821,0,0.0,0,bkt,1,,,,39.87141437830368,16000.009,16089.539
4002,rbauction_11224658,-0.3055924010504629,0.0,1,0.3333333333333333,0,bkt,1,,,,38.08412522368547,12500.001,12124.732
6171,ironplanet_1655639,-0.402470456767821,-5.515317619928494,0,0.0,1,,0,,Cushion Tires,,35.9706825623093,11000.002,10265.957
4164,rbauction_11137683,-0.7450057390983122,0.033099562760516316,0,0.0,0,bkt,1,,,,35.546279472889346,6999.9995,7646.0977
4066,rbauction_10326099,0.38272804578826136,-0.2857690904539558,0,-1.0,0,bkt,1,,,,35.67097974782679,31000.0,32472.266
3407,PW_DF1057,-0.1931128399187525,-0.1305960380832428,0,0.3333333333333333,0,Hand bucket controls,1,Four cylinder diesel engine,Air Boss 12/16.5 SRA/124 NHS solid tires,Hydrostatic transmission,29.185797969844252,14499.993,14470.857
5374,rbauction_10872635,0.4415052716374479,-1.8942292207351168,0,-0.6666666666666666,0,elec Q/C bkt,1,,,,28.85085186312889,33500.008,34168.754
3301,PW_FT9917,-0.4377254814411016,0.9841093709967148,0,0.6666666666666666,0,"73""W bucket",1,Case four cylinder turbo diesel engine,31.5 x 13-16.5 tires,Two speed hydrostatic transmission,38.00733359528691,10499.999,12212.094
1796,rbauction_10735456,0.15651621991669984,-0.1990654047957528,0,0.0,0,bkt,1,,,,45.69277164944575,22999.992,21018.682
3614,rbauction_10602628,0.12282861330656658,0.2607423997545693,0,-1.0,0,bkt,1,,,,27.99099793240049,21999.992,23464.855
4706,rbauction_10044610,-0.4377254814411016,0.6479717257173544,0,0.3333333333333333,0,hyd Q/C bkt,1,,solid tires,,32.87398724882731,10499.999,10470.182
186,rbauction_10872474,-0.16742067226840174,0.0,1,0.3333333333333333,0,bkt,1,,,,26.228895965553214,15000.002,14478.99
5973,rbauction_11082747,-0.1931128399187525,-0.2337998284460659,0,-0.3333333333333333,0,bkt,1,,,,15.333292386450903,14499.993,13211.941
3521,rbauction_11085862,0.011725703531394238,-0.11404718252762472,0,-0.3333333333333333,0,,0,,,,31.29837260677289,19000.012,19846.736
5178,ironplanet_2051855,-0.24726775590351655,-6.7328242930088305,0,-0.3333333333333333,0,68” Wide General Purpose Smooth Edge Bucket,1,,Cushion Tires,,38.101654430770616,13499.996,13005.41
1621,rbauction_10138817,-0.402470456767821,0.3454757548978456,0,0.0,0,bkt,1,,,,39.697506382955545,11000.002,10221.136
4585,rbauction_10827392,-0.402470456767821,0.4625061776683673,0,-0.3333333333333333,0,bkt,1,,,,34.7640951512911,11000.002,12998.8125
2804,PW_J4567,0.0314111314391301,0.4207126139685256,0,-0.6666666666666666,0,,0,Caterpillar four cylinder diesel engine,Bossman Grips 12-16.5 tires,Two speed hydrostatic transmission,44.52639630336314,19500.006,18921.479
1224,rbauction_10262229,-0.402470456767821,1.1468666679568422,0,1.0,0,bkt,1,,,,20.922792265417016,11000.002,12738.073
5001,bigiron_DJ5852,0.12282861330656658,-0.25664093479837585,0,-0.3333333333333333,0,,0,"Diesel, Turbo Air To Air After Cooled 4 Cyl John Deere 4024 HT",12-16.5 Tires,Hydrostatic,31.661302868366732,21999.992,21269.912
1410,rbauction_10280301,-0.6438094588007637,0.0,1,1.3333333333333333,0,bkt,1,,solid tires,,47.75080334879505,8000.001,7077.719
5831,rbauction_10120649,-0.16742067226840174,0.295798977380403,0,-0.3333333333333333,0,hyd Q/C bkt,1,,,,21.76562071898793,15000.002,15238.892
1958,rbauction_10318567,-0.6438094588007637,0.6691540227241207,0,0.0,0,bkt,1,,cushion tires,,47.0192400831161,8000.001,7237.344
2190,PW_6709,-0.36878285015768775,-0.8854565873205418,0,0.0,1,,0,Kubota V2203 46 hp liquid cooled diesel engine,10-16.5 tires,,29.601366616460773,11500.001,10775.367
2604,PW_F2016,-0.5296983655784526,0.17068599601989395,0,0.0,0,"71""W bucket, Joystick bucket controls",1,CNH UK Limited 3.2L turbo diesel engine,12-16.6 tires,Hydrostatic transmission,32.832748047796635,9300.0,8511.945
